Lname,Fname,Regiment,RankCasualtie,RankSoldier,Junk
LEE,GORDON D'ARCY,,Major,MAJ,0
LESTER,EDWARD GABRIEL,,Lieutenant,LT,0
LEWIS,ARTHUR STARKEY,,Lieutenant,LT,0
LICK,VERNON CUTHBERT,,Lieutenant,LT,0
LOWE,JAMES WATT,,Captain,CPT,0
MACASKILL,WILLIAM ROSS,,Lieutenant,LT,0
MACDONALD,RONALD JOHN,,Captain,CPT,0
MADILL,RALPH MACKENZIE,,Lieutenant,LT,0
MAJOR,HENRY LAWRENCE,,Lieutenant,LT,0
MASSON,ROBERT GEOFFREY,,Flight Lieutenant,LT,0
MCCLURE,JOSEPH ANDREW BRIGHT,,Lieutenant,CPT,0
MCDOUGALL,CLARENCE HOBART,,Captain,CPT,0
MCGIBBON,HUGH MAXWELL,,Lieutenant,LT,0
MCKINNON,CHESTER NEIL,,Lieutenant,LT,0
MCKISSOCK,WILFRED EARL,,Lieutenant,LT,0
MCNALLY,PERCY BYRON,,Lieutenant,CPT,0
METHERAL,THOMAS ARTHUR,,Lieutenant,LT,0
MISSEN,WILFRED,,Lieutenant,LT,0
MOLSON,PERCIVAL,,Captain,CPT,0
MONTGOMERY,CLARK CAIRNFORTH STITZEL,,Lieutenant,LT,0
MORPHY,HUGH BOULTON,,Lieutenant,LT,0
MORROW,CHARLES ERNEST,,Captain,CPT,0
MOWAT,GRANT DAVIDSON,,Captain,LT,0
MUNRO,FREEMAN,,Lieutenant,LT,0
MURDOCH,DOUGLAS ROY,,Lieutenant,LT,0
NEIL,FRANK SCOTT,,Lieutenant,LT,0
NORWOOD,ERNEST JOHN,,Lieutenant,LT,0
OLIVER,MOSES,,Lieutenant,LT,0
ORR,HENRY NOBLE,,Lieutenant,LT,0
OSGOOD,GILES DEVER,,Lieutenant,LT,0
OSLER,EDWARD REVERE,,Second Lieutenant,LT,0
PARES,THOMAS EDWARD,,Lieutenant,LT,0
PATON,FREDERICK WILLIAM,,Lieutenant,LT,0
PATTON,JOHN HENRY,,Lieutenant,LT,0
PEPPIATT,FREDERICK CHARLES,,Lieutenant,LT,0
PFRIMMER,V RALPH,,Lieutenant,LT,0
PITT,WESTON WARD,,Probationary Flight Officer,LT,0
PITTS,FREDERICK,,Captain,CPT,0
PLUNKETT,EDWARD ARTHUR PATRICK,,Lieutenant,LT,0
POPE,JERRY GORDON,,Lieutenant,LT,0
REED,CLIFTON ALGERNON,,Lieutenant,LT,0
REEVE,STANLEY THORNTON SEYMOUR,,Lieutenant,LT,0
REEVES,SAMUEL JOHN,,Lieutenant,LT,0
REYNOLDS,EDGAR KINSEY,,Lieutenant,LT,0
RIPLEY,ALVIN,,Major,MAJ,0
RITCHIE,HUBERT SYDNEY,,Lieutenant,LT,0
ROSS,HAROLD OSBORNE,,Lieutenant,LT,0
RUSSELL,WILLIAM ROY,,Lieutenant,LT,0
RYRIE,EVAN,,Lieutenant,LT,0
SAWLOR,RAY HALIBURTON,,Lieutenant,LT,0
SCOTT,CAMPBELL CRAIG,,Lieutenant,LT,0
SCOUGALL,WALTER MOWBRAY,,Lieutenant,LT,0
SELFE,HUGH RONALD,,Captain,LT,0
SHARP,JAMES RICHARD,,Lieutenant,LT,0
SIMPSON,WILLIAM ALEXANDER,,Lieutenant,LT,0
SMITH,ALBERT EDWARD,,Lieutenant,LT,0
SMITH,BRONSON HOWARD,,Captain,LT,0
SMITH,REGINALD GEORGE,,Captain,LT,0
SOLOMON,ALEXANDER,,Lieutenant,LT,0
SOUTER,ALEXANDER CARR,,Lieutenant,LT,0
SPENCE,FRANCIS ROBERT,,Major,MAJ,0
STAFFORD,ALEXANDER BOSWELL,,Major,MAJ,0
STEWART,ANDREW RODGIE,,Lieutenant,LT,0
SUTCLIFFE,CHARLES ELLIOTT,,Major,MAJ,0
SUTHERLAND,GEORGE BRUCE,,Lieutenant,LT,0
TAYLOR,BENJAMIN ANDERSON,,Lieutenant,LT,0
TETT,ARTHUR HOPKINS,,Lieutenant,LT,0
TROTTER,STUART FOWDEN,,Lieutenant,LT,0
TUBMAN,LESLIE WATTERS,,Lieutenant,LT,0
TUFTS,GORDON HARRISON,,Captain,LT,0
VICKERY,HENRY GEORGE,,Lieutenant,LT,0
WAINE,MALCOLM LYLE,,Captain,LT,0
WALTERS,JOSEPH JOHN,,Lieutenant,LT,0
WASHBURN,ROBERT GRANT,,Lieutenant,LT,0
WATT,CHARLES,,Lieutenant,LT,0
WEBER,GEORGE ROY,,Lieutenant,LT,0
WEIR,JOHN,,Lieutenant,LT,0
WEST,CASPAR DE FREITAZ,,Lieutenant,LT,0
WHEATLEY,LESLIE ALBERT,,Lieutenant,LT,0
WHITE,CHARLES HERBERT,,Lieutenant,LT,0
WICKSON,EDWARD ARTHUR,,Captain,CPT,0
WIDEMAN,MAURICE EDWIN,,Major,MAJ,0
WITHROW,WILLIAM JAMES,,Lieutenant,LT,0
WOLFENDEN,FRANCIS COOLEY,,Major,MAJ,0
WRIGHT,WILLIAM JONATHAN,,Lieutenant,LT,0
WYLIE,JAMES ARCHIBALD,,Lieutenant,LT,0
AGGETT,WILLIAM HARVEY,,Lieutenant,LT,0
AIRD,WILLIAM DOUGLAS,,Lieutenant,LT,0
ALLEN,SAMUEL HALL,,Lieutenant,LT,0
ANDERSON,FREDERICK JOHN,,Lieutenant,LT,0
ANDERSON,JOHN GIBSON,,Major,CPT,0
ANDERSON,PERCIVAL WILLIAM,,Major,CPT,0
ARMSTRONG,ROBERT MCLAREN,,Lieutenant,LT,0
BARBER,PERCY LOUIS,,Lieutenant,LT,0
BECKETT,JOHN MAXWELL,,Lieutenant,LT,0
BELCHER,PERCY JAMES,,Captain,CPT,0
BENSON,PERCY,,Lieutenant,LT,0
BEST,FREDERICK WEBSTER,,Lieutenant,LT,0
BISHOPRIC,JOHN LLOYD,,Lieutenant,LT,0
BOLE,WARNER,,Lieutenant,LT,0
BOND,FREDERICK GEORGE,,Captain,CPT,0
BORTHWICK,PETER,,Lieutenant,LT,0
BREDIN,CHARLES EDGAR ATHELING,,Major,CPT,0
BROWN,RALPH RUSSELL JAMES,,Major,MAJ,0
BROWN,RICHARD AUSTIN,,Captain,CPT,0
CAMERON,DOUGLAS UPTON,,Major,CPT,0
CAMPBELL,DUNCAN,,Captain,CPT,0
CAMPBELL,JOHN DUNCAN,,Lieutenant,LT,0
CAMPBELL,WILLIAM ALEXANDER,,Captain,LT,0
CARRUTHERS,KENNETH,,Major,CPT,0
CARTER,HARRY,,Lieutenant,LT,0
CASKEY,THOMAS EDWARD,,Major,MAJ,0
CHRISTIE,NORMAN CAHILL,,Lieutenant,LT,0
CLAYTON,EDWARD REGINALD,,Captain,CPT,0
COHEN,MYER TUTZER,,Lieutenant,LT,0
COOK,GEORGE ALFRED,,Lieutenant,LT,0
COOK,HERBERT,,Lieutenant,LT,0
COSTIGAN,CHARLES TELFORD,,Captain,CPT,0
CRAWLEY,WILLIAM ASHETON,,Lieutenant,LT,0
CROWTHER,WILLIAM,,Lieutenant,LT,0
CUTHBERT,STUART ROSS,,Lieutenant,LT,0
DEANS,JOHN HAROLD,,Lieutenant,LT,0
DENT,JAMES HARRISON,,Lieutenant,LT,0
DOAK,JOHNSTONE FREEMAN,,Lieutenant,LT,0
DOCHERTY,MALCOLM,,Lieutenant Colonel,LCL,0
DOLMAN,HAROLD EDWARD,,Lieutenant,LT,0
DOW,ROBERT JOHN GUNN,,Lieutenant,LT,0
DURIE,WILLIAM ARTHUR PEEL,,Captain,CPT,0
DURMAN,ARTHUR,,Lieutenant,LT,0
DWYER,EDWARD JOSEPH,,Lieutenant,LT,0
EATON,JAFFRAY,,Lieutenant,LT,0
EATON,LEONARD CARL,,Captain,LT,0
EDWARDS,GILBERT,,Lieutenant,LT,0
EINARSON,JOHN,,Lieutenant,LT,0
ELLIOTT,LORNE BURTON,,Lieutenant,LT,0
EWENS,GEORGE ARTHUR,,Lieutenant,LT,0
FENWICK,GEORGE PAGET OWEN,,Lieutenant,LT,0
FIELDING,WILLIAM STEVENS,,Captain,CPT,0
FOORD,JAMES,,Major,LT,0
FORD,FRANCIS WALTER,,Lieutenant,LT,0
FRASER,ALEXANDER DANIEL,,Lieutenant,LT,0
GARRETT,RICHARD DARYL,,Lieutenant,LT,0
GARRETT,WILLIAM GIBBS,,Lieutenant,LT,0
GAUVREAU,LEO,,Lieutenant,LT,0
GEDDES,JOHN ROWAND,,Lieutenant,LT,0
GEDDES,RICHARD LUTHER,,Lieutenant,LT,0
GILLESPIE,JOHN WILFRED,,Lieutenant,LT,0
GILSON,WILLIAM,,Captain,CPT,0
GOODEVE,STEWART MARCON,,Lieutenant,LT,0
GOULD,LESLIE HENRY,,Lieutenant,LT,0
GROVES,HAROLD MORTON,,Lieutenant,LT,0
HAMLIN,WILLIAM LATHAM BLACKER,,Lieutenant,LT,0
HARKNESS,NORMAN JOHN,,Lieutenant,LT,0
HAYWARD,JOHN,,Lieutenant,LT,0
HEATH,BERNARD STANLEY,,Lieutenant,LT,0
HENSLEY,JOHN MANUEL,,Captain,CPT,0
HILL,FREDERICK,,Sub-Lieutenant,,0
HILLIARD,GEOFFREY CROSIER,,Lieutenant,LT,0
HOLLAND,GEORGE KILVERT,,Lieutenant,LT,0
HOWLEY,FRANCIS JOHN,,Lieutenant,LT,0
IRELAND,RICHARD ALFRED,,Captain,CPT,0
IRVING,THOMAS CRAIK,,Lieutenant Colonel,LCL,0
JOHNSON,MELVIN OHIO,,Captain,LT,0
JOHNSTON,EDWIN LEVERGNE,,Captain,CPT,0
KEEPING,KIMBALL FLETCHER,,Lieutenant,LT,0
KELMAN,GEORGE,,Lieutenant,LT,0
KENNEDY,HUGH ANGUS,,Lieutenant,LT,0
KENNEDY,WILLIAM SMITH,,Lieutenant,LT,0
KILL,ALBERT EDWARD,,Lieutenant,LT,0
LATORNELL,ARTHUR JOSEPH,,Lieutenant,LT,0
LEROY,OSMOND EDGAR,,Captain,CPT,0
LYON,DONALD,,Lieutenant,LT,0
MACCUISH,KENNETH ANGUS,,Captain,CPT,0
MACDONALD,JOHN ALEXANDER,,Lieutenant,LT,0
MACPHERSON,CHARLES KENNETH,,Lieutenant,LT,0
MARTIN,JOHN JOSEPH,,Lieutenant,CPT,0
MCILQUHAM,JAMES MAXWELL,,Lieutenant,LT,0
MCINTYRE,DOUGLAS NEIL,,Lieutenant,LT,0
MCIVOR,DONALD ALEXANDER,,Lieutenant,LT,0
MCLEA,KENNETH WETZLAR,,Lieutenant,LT,0
MCLEISH,STUART,,Lieutenant,LT,0
MENZIES,JAMES ARTHUR,,Lieutenant,LT,0
MERKLEY,MYLES EARL,,Lieutenant,CPT,0
MINNS,ALAN GURNEY,,Lieutenant,LT,0
MITCHELL,JARED CARL,,Lieutenant,CPT,0
MOGG,CYRIL KNOX BARROW,,Captain,CPT,0
MOORE,WILLIAM AMBROSE,,Lieutenant,LT,0
MORPHY,JOHN MONTAGUE,,Lieutenant,LT,0
MORRIS,GEORGE EDWARD,,Lieutenant,LT,0
MUIRHEAD,WILLIAM ROBERT,,Captain,CPT,0
NASMYTH,ALFRED WYLIE,,Lieutenant,LT,0
NEWCOMB,LANDELL,,Lieutenant,LT,0
OAKLEY,ROGER PATRICK,,Lieutenant,LT,0
PAPINEAU,TALBOT MERCER,,Major,CPT,0
PATERSON,MURRAY HULME,,Captain,CPT,0
PATTEN,EDGAR WILLIAM GALBRAITH,,Lieutenant,LT,0
PENDERGAST,FRANCIS THOMAS,,Lieutenant,LT,0
PERNEY,ERLAND DAURIA,,Second Lieutenant,LT,0
PICKERING,HOWARD VINCENT,,Lieutenant,LT,0
PLATT,EDWARD CUTHBERT,,Lieutenant,LT,0
REED,ARTHUR,,Lieutenant,LT,0
REVILL,JOHN ALBERT,,Captain,CPT,0
REYNOLDS,HERBERT JOHN,,Lieutenant,LT,0
ROBERTSON,JOHN SHIRLEY,,Lieutenant,LT,0
ROBERTSON,THOMAS JAFFRAY,,Lieutenant,LT,0
ROCK,GEORGE MCLEOD,,Lieutenant,LT,0
ROGERS,LAWRENCE BROWNING,,Lieutenant,LT,0
RUTLEDGE,ALEXANDER HERBERT,,Lieutenant,LT,0
RUTLEDGE,STANLEY ARTHUR,,Lieutenant,LT,0
SAILMAN,ROBERT THOMAS,,Lieutenant,LT,0
SCADDAN,CHARLES MANSFIELD,,Lieutenant,LT,0
SCOTT,HAROLD ARCHIBALD,,Major,MAJ,0
SEVERN,VERNON NICHOLL,,Lieutenant,LT,0
SHEPHERD,EDWIN CHARLES,,Lieutenant,MAJ,0
SKILL,ALBERT THOMAS,,Lieutenant,LT,0
SMITH,JOHN COCHRANE,,Lieutenant,LT,0
SMITH,ROBERT SCOTT,,Captain,CPT,0
SMYTER,ARNOLD EDWARD,,Lieutenant,LT,0
SPROULE,MILTON FREDERICK,,Captain,LT,0
STINSON,CHARLES RUSSELL,,Major,CPT,0
STUART-BAILEY,CHARLES,,Lieutenant,LT,0
SULIVAN,HENRY ERNEST,,Captain,MAJ,0
SUTHERLAND,DOUGLAS ADAMSON,,Lieutenant,LT,0
THOMPSON,WILLIAM CRANG,,Lieutenant,LT,0
THOMSON,HENRY RICHARD,,Lieutenant,LT,0
THWAITES,BASIL CHAMPION,,Lieutenant,LT,0
TORRANCE,SAMUEL GREENSHIELDS,,Captain,LT,0
TRAVERS,OLIVER,,Captain,LT,0
TREBILCOCK,ALSEY JOSEPH,,Lieutenant,LT,0
TRUMBELL,ORVILLE EDMOND,,Lieutenant,LT,0
WALLIS,FREDERICK GEORGE,,Lieutenant,LT,0
WATSON,HUGH JARMAN,,Lieutenant,LT,0
WILSON,ROBERT HAROLD,,Lieutenant,MAJ,0
WILSON,WILLIAM JAMES,,Captain,CPT,0
WOODS,CHARLES HALKETT CARSON,,Lieutenant,LT,0
WOODS,JOHN ROBINSON,,Captain,CPT,0
YOUNG,REGINALD,,Lieutenant,CPT,0
ABBOTT,EDWARD LYMAN,,Captain,CPT,0
AGAR,EGAN ZINKAN,,Captain,CPT,0
ALBRIGHT,SOLON,,Lieutenant,LT,0
ALLAN,CHARLES VICTOR,,Lieutenant,LT,0
ALLISON,JOHN OLIVER,,Lieutenant,LT,0
ANDERSON,WILLIAM,,Lieutenant,LT,0
ANNIS,WILBUR FAWCETT,,Lieutenant,LT,0
APJOHN,FRANK JAMES,,Lieutenant,LT,0
APPLEGATH,GORDON HENRY,,Captain,CPT,0
ARCHER,HOWARD ALLEN,,Captain,CPT,0
ARMSTRONG,GEORGE POWELL,,Lieutenant,LT,0
ARNOLDI,ERNEST CLIFTON,,Lieutenant Colonel,LCL,0
ATCHISON,GEORGE MILTON,,Honourary Captain,CPT,0
ATHERTON,WILLIAM JOSEPH,,Captain,CPT,0
AULD,ERNEST WILLIAM,,Lieutenant,LT,0
AWREY,LEROY EATON,,Lieutenant,LT,0
BAILEY,BASIL WILBERFORCE,,Lieutenant,LT,0
BAILLIE,GEORGE IRVINE,,Lieutenant,LT,0
BAILLIE,WILLIAM SHARPE,,Lieutenant,LT,0
BALDWIN,DOROTHY MARY YARWOOD,,Nursing Sister,NS,0
BATTERSBY,WILLIAM FALCONER,,Major,MAJ,0
BATY,EDWARD,,Lieutenant,LT,0
BEALER,HAROLD VAN ALLEN,,Lieutenant,LT,0
BEATTIE,JAMES OGSTON,,Lieutenant,LT,0
BELL,RALPH WILLIAM,,Captain,CPT,0
BENNETT,CARL NORWOOD,,Lieutenant,LT,0
BIDDULPH,CYRIL,,Lieutenant,LT,0
BIGGAR,ROY WARREN,,Lieutenant,LT,0
BINNS,PERCY VERE,,Captain,LT,0
BIRMINGHAM,HERBERT FREDERICK,,Lieutenant,LT,0
BLACKBURN,REGINALD VERNON,,Major,MAJ,0
BOOTH,STEPHEN,,Lieutenant,LT,0
BORTHWICK,GEORGE BRUCE,,Lieutenant,LT,0
BOULTON,RUSSELL HEATH,,Lieutenant,LT,0
BOYD,JAMES TENNANT WHITWORTH,,Captain,CPT,0
BRACKIN,GARNET GARFIELD,,Lieutenant,LT,0
BROWN,WILLIAM ELMER,,Lieutenant,CPT,0
BULL,JEFFREY HARPER,,Major,MAJ,0
BURGESS,ROSSWELL MORRIS,,Captain,CPT,0
BURGESS,WALTER HARTLEY,,Lieutenant,LT,0
BURNHAM,SIDNEY SMITH,,Major,MAJ,0
BURTON,JAMES LINDSAY,,Lieutenant,LT,0
CAFFREY,LAWRENCE,,Lieutenant,LT,0
CAMERON,CHARLES ROSS,,Captain,CPT,0
CAMERON,JOHN ANGUS,,Lieutenant,LT,0
CAMERON,OLIVER LORNE,,Lieutenant,CPT,0
CAMPBELL,CHRISTINA,,Nursing Sister,NS,0
CAMPBELL,ROBERT BAILEY,,Captain,CPT,0
CAREY,JOSEPH MARTIN,,Lieutenant,LT,0
CARLING,JOHN BURLEIGH,,Lieutenant,LT,0
CARMICHAEL,JOHN,,Captain,CPT,0
CARSON,JAMES HENRY,,Lieutenant,LT,0
CARSON,JOHN CLONTARF KELVYN,,Captain,CPT,0
CHRISTIE,ANDREW FLEMING,,Lieutenant,LT,0
CHURCHILL,BURPEE CLAIR,,Lieutenant,LT,0
CLARKE,WARRING KENNEDY,,Lieutenant,LT,0
CLARKSON,DAVID WILLIAM,,Major,CPT,0
CLIFF,NORMAN VICTOR,,Captain,LT,0
CLUFF,FRANCIS NICHOLAS,,Lieutenant,LT,0
COGHLAN,GEORGE HAUGHTON,,Lieutenant,LT,0
COHEN,BENJAMIN,,Second Lieutenant,LT,0
COLLIN,GEORGE ROWLAND,,Lieutenant,LT,0
COMMINS,WILLIAM KENNEDY,,Captain,CPT,0
COOPER,SYDNEY BAKER,,Lieutenant,LT,0
COPP,HAROLD WILLIAM WALTER,,Lieutenant,LT,0
CORMIER,ALFRED SYLVANY,,Lieutenant,LT,0
COTE,PAUL EMILE,,Captain,CPT,0
COX,ERNEST HERBERT,,Lieutenant,LT,0
COX,WILLIAM JOHN,,Second Lieutenant,LT,0
CRAIG,THOMAS HAROLD,,Lieutenant,LT,0
CROCKETT,ARTHUR RAYMOND,,Lieutenant,LT,0
CUNLIFFE,GEORGE ALEXANDER,,Captain,CPT,0
CURRY,WALTER HOWARD,,Lieutenant,LT,0
DAVIE,HUGH SCOTT,,Lieutenant,LT,0
DAVIS,GUSTAVUS MITCHELL,,Major,MAJ,0
DAVIS,WILLIAM HENRY,,Honourary Captain,CHP,0
DAVY,JOHN HARPER,,Lieutenant,LT,0
DAWSON,JOHN ALLISON,,Lieutenant,LT,0
DEYOUNG,ARTHUR GRANVILLE,,Lieutenant,LT,0
DIBBLE,HARRY,,Lieutenant,LT,0
DIGGORY,REGINALD WILLIAM,,Lieutenant,LT,0
DINGWALL,FREDERICK JAMES,,Lieutenant Colonel,LT,0
DOBIE,JOHN MILTON,,Captain,LT,0
DOIDGE,ERNEST LANCELOT,,Lieutenant,LT,0
DORE,WILLIAM HENRY,,Captain,LT,0
DOUCET,JOSEPH THEOPHILUS,,Lieutenant,LT,0
DOUGLAS,CAROLA JOSEPHINE,,Nursing Sister,NS,0
DRUMMOND,KEVIN STEWART,,Lieutenant,LT,0
DUFF,CALVIN FRASER WALLACE,,Lieutenant,LT,0
DUNLOP,CHARLES FRASER,,Lieutenant,LT,0
DUNN,ST CLAIR,,Captain,CPT,0
DUPUY,ROMEO,,Lieutenant,LT,0
DUSSAULT,ALEXINA,,Nursing Sister,NS,0
EARNSHAW,SIDNEY PETER,,Lieutenant (S),LT,0
EASTMAN,HAROLD SYDNEY,,Lieutenant,LT,0
EATON,EDWARD CARTER,,Lieutenant,LT,0
ELLIOTT,FRANK,,Captain,CPT,0
ELLIS,DOUGLAS QUIRK,,Lieutenant,LT,0
ENRIGHT,WILLIAM JAMES,,Captain,CPT,0
EVANS,CYRIL ANSELL,,Lieutenant,LT,0
EVANS,JOHN LOVELL,,Lieutenant,LT,0
EWART,DOUGLAS MARSDEN,,Captain,LT,0
FERGUSON,WILLIAM BRUCE,,Lieutenant,LT,0
FINN,EDWARD ARTHUR,,Lieutenant,LT,0
FOORD,EDWARD ALEC,,Lieutenant,LT,0
FORNERI,AGNES FLORIEN,,Nursing Sister,NS,0
FORTESCUE,MARGARET JANE,,Nursing Sister,NS,0
FOSTER,ROBERT GEORGE,,Lieutenant,LT,0
FRAME,ROBERT STEELE,,Lieutenant,LT,0
FRASER,ARTHUR MILTON,,Lieutenant,LT,0
FRASER,JAMES GIBSON LAURIER,,Lieutenant,LT,0
FRASER,MARGARET MARJORY,,Matron,NS,0
GALLAHER,MINNIE KATHERINE,,Nursing Sister,NS,0
GIBSON,DAVID,,Lieutenant,LT,0
GIBSON,JOHN ALEXANDER,,Lieutenant,LT,0
GILLIAT,EDWARD NORMAN,,Major,CPT,0
GILMOUR,ARTHUR CLAIR,,Lieutenant,LT,0
GLASGOW,ERNEST JOHN,,Lieutenant,LT,0
GLOSSOP,WALTER HERBERT NEWLAND,,Major,MAJ,0
GOODALE,WALTER HENRY,,Lieutenant,LT,0
GOODMAN,AMBROSE HAROLD,,Lieutenant,LT,0
GORDON,JOHN ALEXANDER,,Lieutenant,LT,0
GORDON,LESLIE FARRIES,,Lieutenant,LT,0
GORMAN,THOMAS CLARENCE,,Lieutenant,LT,0
GOUICK,JOHN ALEXANDER,,Lieutenant,LT,0
GRAHAM,WILLIAM NELSON,,Captain,LT,0
GRANDY,FREDERICK NORMAN,,Lieutenant,LT,0
GRANT,ALEXANDER,,Major,MAJ,0
GUAY,PIERRE EUGENE,,Lieutenant,LT,0
HALE,WILLIAM FRASER,,Captain,CPT,0
HALL,RUSSELL MCKAY,,Lieutenant,LT,0
HAMILTON,DOUGLAS KIPP,,Lieutenant,LT,0
HAMMOND,HENRY LLOYD,,Lieutenant,LT,0
HARPER,NORMAN STUART,,Lieutenant,LT,0
HARRISON,JAMES VINCENT,,Lieutenant,LT,0
HENEY,JOHN BOWER LEWIS,,Lieutenant,LT,0
HEPWORTH,OSWALD HORATIO,,Captain,CPT,0
HERRON,ARTHUR STUART,,Lieutenant,LT,0
HILLIS,CHARLES RUSSELL,,Lieutenant,LT,0
HINGSTON,REGINALD BASIL,,Lieutenant,LT,0
HODGSON,REGINALD DRURY,,Captain,LT,0
HOLLAND,ERNEST HUDSON,,Captain,LT,0
HOLLINGWORTH,ALBERT,,Lieutenant,LT,0
HOUSTON,WILLIAM,,Lieutenant,LT,0
HOWARD,JOHN TURNER,,Lieutenant,LT,0
HOWES,DAVID EDWIN,,Captain,CPT,0
HOYLES,HUGH LEWIS,,Lieutenant,LT,0
HUME,EARLE WALTER,,Lieutenant,LT,0
INESON,DICK,,Lieutenant,LT,0
JEKILL,HENRY EDGAR,,Lieutenant,LT,0
JONES,ELMER WATSON,,Lieutenant Colonel,LCL,0
JUNOR,KENNETH WILLIAM,,Captain,LT,0
KEALY,IDA LILIAN,,Nursing Sister,NS,0
KENT,VICTOR JOHN,,Major,MAJ,0
KERR,JAMES DUNCAN,,Lieutenant,LT,0
KIRKCONNELL,WALTER ALLISON,,Lieutenant,LT,0
KNOWLES,REGINALD MARSHALL,,Lieutenant,LT,0
LAWLOR,FRANCIS JOHN,,Lieutenant,LT,0
LAWS,HAROLD AUGUSTUS,,Lieutenant,LT,0
LAWSON,WILFRED EDWIN,,Major,MAJ,0
LEMIEUX,LOUIS RODOLPHE,,Lieutenant,LT,0
LEONARD,ARTHUR VINCENT,,Captain,CPT,0
LEONARD,JOHN,,Lieutenant,LT,0
LINNELL,HENRY RUPERT,,Major,MAJ,0
LONGLEY,LLOYD ERNEST,,Lieutenant,LT,0
LOWE,MARGARET,,Nursing Sister,NS,0
LUNN,GEOFFREY CYRIL,,Lieutenant,LT,0
LYE,ALFRED EDWIN HILTON,,Lieutenant,LT,0
MACARTNEY,ERNEST ELDRED,,Lieutenant,LT,0
MACDONALD,CLARENCE VIVIAN,,Captain,LT,0
MACDONALD,COLIN GORDON,,Flight Sub Lieutenant,LT,0
MACDONALD,DONALD RANDOLPH,,Lieutenant,LT,0
MACDONALD,KATHERINE MAUD,,Nursing Sister,NS,0
MACDONALD,TEMPLE WILLIAM FABER,,Major,MAJ,0
MACDONALD,THOMAS HOWARD,,Lieutenant Colonel,MAJ,0
MACDONALD,WILLIAM,,Second Lieutenant,LT,0
MACDONELL,JAMES ALEXANDER,,Lieutenant Colonel,LCL,0
MACGREGOR,ALEXANDER,,Captain,CPT,0
MACHUM,RONALD SUTHERLAND,,Lieutenant,LT,0
MACKAY,REAY,,Captain,LT,0
MACKEDIE,ALAN REGINALD,,Captain,CPT,0
MACKENZIE,HARRY STUART,,Lieutenant,LT,0
MACKINNON,AUBREY,,Lieutenant,LT,0
MACLEAN,ALAN PRATT,,Captain,CPT,0
MACMILLAN,ALEXANDER PEARSON,,Lieutenant,LT,0
MACNEVIN,WILLIAM GORDON,,Captain,CPT,0
MACPHAIL,DONALD GEORGE,,Honourary Captain,CPT,0
MACPHERSON,AGNES,,Nursing Sister,NS,0
MAIR,JAMES KNOX,,Lieutenant,LT,0
MANNING,JOHN SPEED,,Captain,LT,0
MARCHBANK,OGILVIE JAMES,,Lieutenant,LT,0
MARPOLE,CLARENCE MAWSON,,Captain,CPT,0
MARTIN,FREDERICK JOHN STRANGE,,Lieutenant,LT,0
MARTIN,RONALD HUTTON,,Captain,LT,0
MARTYN,EDGAR MEATH,,Lieutenant,LT,0
MATHESON,GORDON MCMICHAEL,,Lieutenant,LT,0
MCCONECHY,ARCHIBALD WILLIAM,,Lieutenant,LT,0
MCCORKELL,JAMES IGNATIUS,,Lieutenant,LT,0
MCCORMICK,ALEXANDER,,Lieutenant,LT,0
MCCRAE,JOHN,,Lieutenant Colonel,LCL,0
MCCULLOUGH,DAVID,,Captain,CPT,0
MCDONALD,ALEXANDER DUNCAN,,Lieutenant,LT,0
MCGIFFIN,GEORGE ALLAN,,Captain,LT,0
MCGRAW,JOHN,,Private,,0
MCILVEEN,WESLEY,,Lieutenant,LT,0
MCISAAC,WILLIAM FIELDING,,Captain,LT,0
MCKECHNIE,MALCOLM ARCHIBALD,,Captain,CPT,0
MCKENZIE,MARY AGNES,,Nursing Sister,NS,0
MCKINLAY,ARCHIBALD FRANKLIN,,Lieutenant,LT,0
MCLEAN,CECIL GOWER,,Lieutenant,LT,0
MCLEAN,RENA,,Nursing Sister,NS,0
MCLEAN,THOMAS MALCOLM,,Captain,LT,0
MCLENNAN,BARTLETT,,Lieutenant Colonel,LCL,0
MEE,JOHN NORMAN,,Lieutenant,LT,0
MEEK,ETHELBERT ELDRIDGE,,Captain,CPT,0
MEEK,JOHN FREELE,,Second Lieutenant,LT,0
MELANSON,ALBERT JOSEPH,,Lieutenant,LT,0
MORGAN,GEORGE WILLIAM,,Private,LT,0
MORGAN,JOHN HERBERT,,Lieutenant,LT,0
MORRISON,DONALD WHITCOMBE,,Lieutenant,LT,0
MOSES,JAMES DAVID,,Lieutenant,LT,0
MOSHIER,HEBER HAVELOCK,,Lieutenant Colonel,LCL,0
MOYLE,WILLIAM ARTHUR,,Flight Sub Lieutenant,LT,0
MUNRO,JOHN WILLIAM,,Lieutenant,LT,0
MURPHY,VINCENT PATRICK,,Captain,CPT,0
MUSGROVE,GEORGE HENRY,,Major,MAJ,0
NEWBY,ARTHUR THOMAS,,Lieutenant,LT,0
NICHOLLS,BENJAMIN ETHELBERT,,Captain,CPT,0
NICKLE,GEORGE MOORE,,Lieutenant,LT,0
NORRIS,HERBERT,,Captain,CPT,0
OLDFIELD,HERBERT LIONEL,,Major,MAJ,0
ORME,RUPERT AUSTIN,,Captain,CPT,0
ORR,JOHN RICHARD,,Lieutenant,LT,0
OWENS,THOMAS SARGENT,,Lieutenant,LT,0
PALMER,BALFOUR MALCOLM,,Lieutenant,LT,0
